x1_PDPW112,y1_PDPW112,x2_PDPW112,y2_PDPW112,x1_PDQE102,y1_PDQE102,x2_PDQE102,y2_PDQE102,x1_PD112,y1_PD112,x2_PD112,y2_PD112,x1_PDPW104,y1_PDPW104,x2_PDPW104,y2_PDPW104,x1_PDPW106,y1_PDPW106,x2_PDPW106,y2_PDPW106,x1_PD106,y1_PD106,x2_PD106,y2_PD106,x1_PDQE103,y1_PDQE103,x2_PDQE103,y2_PDQE103,x1_PDQE107,y1_PDQE107,x2_PDQE107,y2_PDQE107,x1_PDPW107,y1_PDPW107,x2_PDPW107,y2_PDPW107,x1_PD111,y1_PD111,x2_PD111,y2_PD111,x1_PDQE105,y1_PDQE105,x2_PDQE105,y2_PDQE105,x1_PDPW110,y1_PDPW110,x2_PDPW110,y2_PDPW110,x1_PDPW109,y1_PDPW109,x2_PDPW109,y2_PDPW109,x1_PDPY101,y1_PDPY101,x2_PDPY101,y2_PDPY101,x1_PD122,y1_PD122,x2_PD122,y2_PD122,x1_PDQE112,y1_PDQE112,x2_PDQE112,y2_PDQE112,x1_PD120,y1_PD120,x2_PD120,y2_PD120,x1_PDQE104,y1_PDQE104,x2_PDQE104,y2_PDQE104,x1_PD108,y1_PD108,x2_PD108,y2_PD108,x1_PD104,y1_PD104,x2_PD104,y2_PD104,x1_PD109,y1_PD109,x2_PD109,y2_PD109,x1_PD126,y1_PD126,x2_PD126,y2_PD126,x1_PDQE114,y1_PDQE114,x2_PDQE114,y2_PDQE114,x1_PDQE113,y1_PDQE113,x2_PDQE113,y2_PDQE113,x1_PD121,y1_PD121,x2_PD121,y2_PD121,x1_PDPW113,y1_PDPW113,x2_PDPW113,y2_PDPW113,x1_PDQE108,y1_PDQE108,x2_PDQE108,y2_PDQE108,x1_PD107,y1_PD107,x2_PD107,y2_PD107,x1_PDQE115,y1_PDQE115,x2_PDQE115,y2_PDQE115,x1_PDPW111,y1_PDPW111,x2_PDPW111,y2_PDPW111,x1_PD119,y1_PD119,x2_PD119,y2_PD119
0.07,0.8669,0.07,0.746,0.07,0.4839,0.07,1.7339,0.07,,0.07,0.7661,0.07,-0.3024,0.07,0.5444,0.07,,0.07,-0.625,0.07,1.0887,0.07,-0.7661,0.07,1.4315,0.07,,0.07,1.996,0.07,-4.0927,0.07,0.0403,0.07,0.504,0.07,1.129,0.07,0.2823,0.07,-0.7661,0.07,-0.4637,0.07,0.2823,0.07,1.875,0.07,-0.625,0.07,0.3629,0.07,0.0,0.07,,0.07,0.625,0.07,-0.1613,0.07,0.2419,0.07,1.4718,0.07,,0.07,,0.07,-1.0484,0.07,-0.8468,0.07,0.4637,0.07,0.8468,0.07,-1.6935,0.07,-6.7742,0.07,-0.2016,0.07,1.6129,0.07,0.3226,0.07,-0.2218,0.07,-9.9597,0.07,1.2298,0.07,0.1613,0.07,-1.3105,0.07,0.9274,0.07,0.1008,0.07,0.7863,0.07,-2.2177,0.07,3.7298,0.07,1.8952,0.07,0.2621,0.07,,0.07,0.4234,0.07,-0.7258,0.07,-1.1694,0.07,7.6815,0.07,-0.3024,0.07,2.1774
0.0733,0.8065,0.0733,0.6452,0.0733,0.7056,0.0733,1.875,0.0733,,0.0733,0.7056,0.0733,-0.4032,0.0733,0.7661,0.0733,,0.0733,-0.5645,0.0733,1.0685,0.0733,-0.746,0.0733,1.6734,0.0733,,0.0733,1.9153,0.0733,-3.4476,0.0733,0.0,0.0733,0.625,0.0733,0.8065,0.0733,0.5645,0.0733,-0.8871,0.0733,-0.5444,0.0733,0.4234,0.0733,1.8548,0.0733,-0.5444,0.0733,1.371,0.0733,0.3831,0.0733,,0.0733,0.5645,0.0733,-0.5444,0.0733,0.2419,0.0733,1.6532,0.0733,,0.0733,,0.0733,-1.0282,0.0733,-0.9073,0.0733,0.5847,0.0733,0.8871,0.0733,-1.6734,0.0733,-6.7339,0.0733,-0.3024,0.0733,1.7339,0.0733,0.3831,0.0733,-0.0605,0.0733,-10.2016,0.0733,1.1089,0.0733,0.504,0.0733,-1.25,0.0733,0.8266,0.0733,0.0403,0.0733,0.8065,0.0733,-1.9153,0.0733,3.871,0.0733,1.7339,0.0733,0.2016,0.0733,,0.0733,0.625,0.0733,-0.746,0.0733,-1.1089,0.0733,,0.0733,-0.2218,0.0733,2.3589
0.0767,0.9677,0.0767,0.6855,0.0767,0.7661,0.0767,1.5927,0.0767,,0.0767,0.8065,0.0767,-0.5444,0.0767,0.1411,0.0767,,0.0767,-0.6048,0.0767,1.2298,0.0767,-0.9476,0.0767,1.7944,0.0767,,0.0767,1.8347,0.0767,-3.246,0.0767,-0.0605,0.0767,0.504,0.0767,0.5847,0.0767,0.3427,0.0767,-1.0685,0.0767,-0.3226,0.0767,0.1008,0.0767,1.2298,0.0767,-0.7056,0.0767,0.7056,0.0767,0.4234,0.0767,,0.0767,0.4637,0.0767,,0.0767,0.4032,0.0767,1.754,0.0767,,0.0767,,0.0767,-0.9677,0.0767,-0.8871,0.0767,0.7258,0.0767,0.8468,0.0767,-1.5121,0.0767,-6.5323,0.0767,-0.3427,0.0767,1.7339,0.0767,0.3629,0.0767,-0.1613,0.0767,-10.1613,0.0767,1.2903,0.0767,0.0202,0.0767,-1.1895,0.0767,0.9073,0.0767,0.1815,0.0767,0.625,0.0767,-1.8548,0.0767,3.7097,0.0767,1.7137,0.0767,0.0605,0.0767,,0.0767,0.4435,0.0767,-1.0081,0.0767,-1.25,0.0767,,0.0767,-0.1613,0.0767,2.1371
0.08,1.0282,0.08,0.504,0.08,0.4234,0.08,2.1169,0.08,,0.08,0.8871,0.08,-0.4032,0.08,0.5847,0.08,,0.08,-0.6855,0.08,1.2097,0.08,-0.7863,0.08,1.7742,0.08,,0.08,2.0565,0.08,-2.9435,0.08,0.1613,0.08,0.4839,0.08,0.7056,0.08,0.6855,0.08,-0.746,0.08,-0.4032,0.08,0.3226,0.08,1.0887,0.08,-0.7863,0.08,0.9476,0.08,0.3226,0.08,,0.08,0.4435,0.08,-0.2016,0.08,0.0605,0.08,1.4315,0.08,,0.08,,0.08,-0.9274,0.08,-0.8065,0.08,0.7056,0.08,0.8468,0.08,-1.7137,0.08,-6.7137,0.08,-0.2823,0.08,1.875,0.08,0.2621,0.08,-0.3226,0.08,-10.0806,0.08,1.0887,0.08,0.0605,0.08,-1.2903,0.08,1.1694,0.08,0.3629,0.08,0.7258,0.08,-1.9556,0.08,3.8105,0.08,1.7944,0.08,0.0,0.08,,0.08,0.1815,0.08,-0.7661,0.08,-1.129,0.08,,0.08,-0.1008,0.08,2.1371
0.0833,0.7863,0.0833,0.6653,0.0833,0.3831,0.0833,1.5121,0.0833,1.0484,0.0833,0.8266,0.0833,-0.4032,0.0833,0.4435,0.0833,,0.0833,-0.6855,0.0833,1.2097,0.0833,-0.4032,0.0833,1.5323,0.0833,,0.0833,1.996,0.0833,-2.9637,0.0833,-0.0403,0.0833,0.625,0.0833,0.6452,0.0833,0.625,0.0833,-0.9073,0.0833,-0.2621,0.0833,0.3427,0.0833,0.746,0.0833,-0.7258,0.0833,0.9677,0.0833,0.3226,0.0833,,0.0833,0.1411,0.0833,-0.4839,0.0833,0.1613,0.0833,1.2903,0.0833,,0.0833,,0.0833,-1.0484,0.0833,-1.1895,0.0833,0.6048,0.0833,0.7056,0.0833,-1.7339,0.0833,-6.5726,0.0833,-0.2218,0.0833,1.7339,0.0833,0.2823,0.0833,-0.2621,0.0833,-10.1411,0.0833,1.2702,0.0833,0.6048,0.0833,-1.3911,0.0833,0.9476,0.0833,0.1613,0.0833,0.4032,0.0833,-2.2177,0.0833,3.9516,0.0833,1.7944,0.0833,0.121,0.0833,,0.0833,0.504,0.0833,-0.8065,0.0833,-1.0887,0.0833,7.8831,0.0833,-0.0806,0.0833,2.2782
0.0867,1.129,0.0867,0.5444,0.0867,0.3427,0.0867,1.9153,0.0867,0.8266,0.0867,0.746,0.0867,-0.2823,0.0867,0.4839,0.0867,,0.0867,-0.625,0.0867,1.4718,0.0867,-0.3024,0.0867,1.7137,0.0867,,0.0867,2.0363,0.0867,-3.004,0.0867,-0.0605,0.0867,0.5645,0.0867,0.6855,0.0867,0.6452,0.0867,-0.6452,0.0867,-0.4839,0.0867,0.4637,0.0867,1.7339,0.0867,-0.7258,0.0867,,0.0867,0.1411,0.0867,,0.0867,0.6452,0.0867,-0.3226,0.0867,0.2419,0.0867,1.5121,0.0867,,0.0867,,0.0867,-0.7863,0.0867,-0.8065,0.0867,0.6048,0.0867,0.8669,0.0867,-1.5726,0.0867,-6.754,0.0867,-0.1815,0.0867,1.9556,0.0867,0.1411,0.0867,-0.2419,0.0867,-10.0403,0.0867,1.25,0.0867,0.3629,0.0867,-1.3306,0.0867,0.9073,0.0867,0.1815,0.0867,0.7056,0.0867,-1.9556,0.0867,3.75,0.0867,1.8347,0.0867,0.2218,0.0867,,0.0867,0.3831,0.0867,-0.7258,0.0867,-1.0282,0.0867,,0.0867,-0.121,0.0867,2.1573
0.09,0.9677,0.09,0.4637,0.09,0.4234,0.09,2.0565,0.09,0.9073,0.09,0.7258,0.09,-0.4839,0.09,0.9073,0.09,,0.09,-0.6452,0.09,1.2903,0.09,0.121,0.09,1.5121,0.09,,0.09,1.9153,0.09,-3.1653,0.09,-0.0605,0.09,0.5242,0.09,0.5847,0.09,0.6653,0.09,-0.8871,0.09,-0.3024,0.09,0.2621,0.09,1.371,0.09,-0.8065,0.09,,0.09,0.0403,0.09,,0.09,0.3629,0.09,-0.2419,0.09,0.3427,0.09,1.7137,0.09,,0.09,,0.09,-0.8468,0.09,-0.8669,0.09,0.6048,0.09,0.8669,0.09,-1.5121,0.09,-6.5524,0.09,-0.3427,0.09,1.7137,0.09,0.2016,0.09,-0.0605,0.09,-10.121,0.09,1.1492,0.09,0.4234,0.09,-1.1895,0.09,0.6653,0.09,0.2823,0.09,0.8468,0.09,-2.1371,0.09,3.7903,0.09,1.875,0.09,0.0806,0.09,,0.09,0.4839,0.09,-0.9073,0.09,-1.1694,0.09,,0.09,-0.2621,0.09,2.2379
0.0933,0.9274,0.0933,0.5242,0.0933,0.4032,0.0933,1.996,0.0933,0.9879,0.0933,0.9879,0.0933,-0.4032,0.0933,0.5847,0.0933,,0.0933,-0.625,0.0933,1.1089,0.0933,0.3226,0.0933,1.3508,0.0933,,0.0933,1.9355,0.0933,-3.0242,0.0933,-0.0806,0.0933,0.504,0.0933,0.7661,0.0933,0.504,0.0933,-0.625,0.0933,-0.2016,0.0933,0.3831,0.0933,0.8669,0.0933,-0.6048,0.0933,,0.0933,0.0806,0.0933,,0.0933,0.5242,0.0933,-0.2621,0.0933,0.2621,0.0933,1.129,0.0933,,0.0933,,0.0933,-1.0685,0.0933,-0.8669,0.0933,0.4839,0.0933,0.8065,0.0933,-1.6935,0.0933,-6.4516,0.0933,-0.3831,0.0933,1.5927,0.0933,0.2016,0.0933,-0.1613,0.0933,-10.0,0.0933,1.3105,0.0933,0.2218,0.0933,-1.1089,0.0933,0.746,0.0933,0.0,0.0933,0.5242,0.0933,-2.0968,0.0933,3.9113,0.0933,1.7742,0.0933,0.3226,0.0933,,0.0933,0.5847,0.0933,-0.9476,0.0933,-1.1089,0.0933,,0.0933,-0.1613,0.0933,2.2177
0.0967,1.0282,0.0967,0.4234,0.0967,0.2218,0.0967,1.7339,0.0967,0.5444,0.0967,0.7661,0.0967,-0.4435,0.0967,0.4839,0.0967,,0.0967,-0.7056,0.0967,1.0484,0.0967,0.4839,0.0967,0.9476,0.0967,,0.0967,2.0363,0.0967,-3.004,0.0967,0.121,0.0967,0.6048,0.0967,0.9879,0.0967,0.6452,0.0967,-1.0887,0.0967,-0.5242,0.0967,0.3427,0.0967,,0.0967,-0.6855,0.0967,0.3831,0.0967,0.0,0.0967,,0.0967,0.4839,0.0967,-0.504,0.0967,0.1411,0.0967,1.5927,0.0967,,0.0967,,0.0967,-0.9274,0.0967,-1.0081,0.0967,0.625,0.0967,0.8669,0.0967,-1.7137,0.0967,-6.4919,0.0967,,0.0967,1.7137,0.0967,0.0605,0.0967,-0.2218,0.0967,-9.9597,0.0967,1.129,0.0967,0.2621,0.0967,,0.0967,0.9677,0.0967,0.1815,0.0967,0.746,0.0967,-1.996,0.0967,3.7903,0.0967,1.6935,0.0967,-0.121,0.0967,,0.0967,0.4234,0.0967,-1.4718,0.0967,-1.1089,0.0967,,0.0967,-0.1815,0.0967,2.1976
0.1,0.8871,0.1,0.3831,0.1,0.5444,0.1,1.8548,0.1,0.8468,0.1,0.746,0.1,-0.5444,0.1,0.7661,0.1,,0.1,-0.746,0.1,1.0484,0.1,-0.0202,0.1,1.6331,0.1,,0.1,1.9153,0.1,-3.246,0.1,0.0,0.1,0.4032,0.1,0.3629,0.1,0.7056,0.1,-0.9879,0.1,-0.121,0.1,0.504,0.1,0.9677,0.1,-0.6653,0.1,1.0282,0.1,0.0806,0.1,,0.1,,0.1,-0.2823,0.1,0.3831,0.1,1.4919,0.1,,0.1,,0.1,-1.129,0.1,-0.8669,0.1,0.4234,0.1,0.746,0.1,-1.6331,0.1,-6.6331,0.1,,0.1,1.8145,0.1,0.2419,0.1,-0.3226,0.1,-10.0,0.1,1.1694,0.1,0.0605,0.1,,0.1,0.9274,0.1,-0.0605,0.1,0.8266,0.1,-1.7742,0.1,3.9315,0.1,1.7742,0.1,0.0605,0.1,,0.1,0.2823,0.1,-1.7944,0.1,-1.1492,0.1,,0.1,-0.1613,0.1,2.3992
0.1033,0.9274,0.1033,0.4435,0.1033,0.4637,0.1033,1.754,0.1033,0.6048,0.1033,0.8065,0.1033,-0.4032,0.1033,0.746,0.1033,,0.1033,-0.7056,0.1033,0.9476,0.1033,0.0,0.1033,1.754,0.1033,,0.1033,2.1371,0.1033,-3.1452,0.1033,-0.121,0.1033,0.6452,0.1033,0.6452,0.1033,0.5847,0.1033,-0.8065,0.1033,-0.5444,0.1033,0.3024,0.1033,1.1895,0.1033,-0.6653,0.1033,1.1492,0.1033,0.2419,0.1033,,0.1033,0.3629,0.1033,-0.2621,0.1033,0.1008,0.1033,1.5726,0.1033,,0.1033,,0.1033,-0.9073,0.1033,-0.8266,0.1033,0.504,0.1033,0.7863,0.1033,-1.7339,0.1033,-6.7339,0.1033,-0.1411,0.1033,1.754,0.1033,0.0806,0.1033,-0.2823,0.1033,-9.8992,0.1033,1.1694,0.1033,0.2419,0.1033,,0.1033,0.9073,0.1033,0.2621,0.1033,0.5242,0.1033,-1.754,0.1033,3.8306,0.1033,1.8347,0.1033,0.0202,0.1033,,0.1033,0.5444,0.1033,-1.6532,0.1033,-1.0081,0.1033,,0.1033,-0.2621,0.1033,2.1774
0.1067,0.9476,0.1067,0.3226,0.1067,0.4234,0.1067,2.0766,0.1067,0.7258,0.1067,0.746,0.1067,-0.5847,0.1067,0.3427,0.1067,,0.1067,-0.6452,0.1067,1.1694,0.1067,-0.2419,0.1067,1.6331,0.1067,,0.1067,2.1371,0.1067,-3.2863,0.1067,0.1008,0.1067,0.4839,0.1067,0.7056,0.1067,0.3226,0.1067,-1.0887,0.1067,-0.1815,0.1067,0.5242,0.1067,1.129,0.1067,-0.7661,0.1067,1.371,0.1067,0.1815,0.1067,,0.1067,0.2621,0.1067,-0.5847,0.1067,0.2823,0.1067,1.2702,0.1067,,0.1067,,0.1067,-0.9879,0.1067,-0.8065,0.1067,0.5444,0.1067,0.8669,0.1067,-1.6935,0.1067,-6.6129,0.1067,-0.4435,0.1067,1.7339,0.1067,0.2016,0.1067,-0.3427,0.1067,-10.2016,0.1067,1.3105,0.1067,,0.1067,,0.1067,0.8065,0.1067,0.0806,0.1067,0.9677,0.1067,-1.9355,0.1067,3.7702,0.1067,1.9355,0.1067,0.121,0.1067,,0.1067,0.6048,0.1067,-1.4113,0.1067,-1.1895,0.1067,7.5806,0.1067,-0.2621,0.1067,2.2177
0.11,0.9274,0.11,0.3427,0.11,0.4839,0.11,1.6734,0.11,0.8065,0.11,0.8468,0.11,-0.4637,0.11,0.5444,0.11,,0.11,-0.6855,0.11,1.129,0.11,-0.0605,0.11,1.6331,0.11,,0.11,2.0161,0.11,-3.3871,0.11,-0.0403,0.11,0.625,0.11,0.7056,0.11,0.5242,0.11,-0.9073,0.11,-0.1008,0.11,0.3629,0.11,0.9476,0.11,-1.0081,0.11,0.504,0.11,0.3024,0.11,,0.11,0.4032,0.11,-0.3831,0.11,0.2621,0.11,1.5121,0.11,0.1008,0.11,,0.11,-1.1694,0.11,-0.6452,0.11,0.6048,0.11,0.8468,0.11,-1.6532,0.11,-6.6734,0.11,-0.3629,0.11,1.4718,0.11,0.3629,0.11,-0.121,0.11,-10.1613,0.11,1.4113,0.11,0.2419,0.11,-1.0887,0.11,1.0484,0.11,0.121,0.11,0.6855,0.11,-2.0363,0.11,3.8306,0.11,1.7339,0.11,0.1613,0.11,,0.11,0.4435,0.11,-1.3306,0.11,-1.0685,0.11,7.8427,0.11,-0.2016,0.11,2.0363
0.1133,1.0282,0.1133,0.3024,0.1133,0.8266,0.1133,1.9556,0.1133,0.9677,0.1133,0.8468,0.1133,-0.6452,0.1133,0.8468,0.1133,,0.1133,-0.7258,0.1133,1.2903,0.1133,-0.2218,0.1133,1.7339,0.1133,,0.1133,2.1169,0.1133,-3.3669,0.1133,0.1008,0.1133,0.625,0.1133,0.3024,0.1133,0.4637,0.1133,-0.9879,0.1133,-0.4234,0.1133,0.121,0.1133,0.9476,0.1133,-0.6855,0.1133,0.7661,0.1133,0.121,0.1133,,0.1133,0.4234,0.1133,-0.625,0.1133,0.2823,0.1133,1.4516,0.1133,0.2016,0.1133,,0.1133,-1.0282,0.1133,-0.9073,0.1133,0.625,0.1133,0.7661,0.1133,-1.7339,0.1133,-6.6129,0.1133,-0.2419,0.1133,1.6532,0.1133,0.3831,0.1133,0.0806,0.1133,-10.1008,0.1133,1.3306,0.1133,0.2823,0.1133,-1.3306,0.1133,0.9677,0.1133,0.1008,0.1133,0.4839,0.1133,-2.1573,0.1133,3.9113,0.1133,1.8548,0.1133,0.1613,0.1133,,0.1133,0.5645,0.1133,-1.4919,0.1133,-1.2097,0.1133,7.6613,0.1133,-0.2218,0.1133,2.2984
0.1167,0.9073,0.1167,0.2218,0.1167,0.9476,0.1167,1.3306,0.1167,0.9274,0.1167,0.7056,0.1167,-0.4032,0.1167,0.9274,0.1167,,0.1167,-0.7056,0.1167,1.7742,0.1167,-0.0806,0.1167,1.754,0.1167,,0.1167,2.0565,0.1167,-3.2661,0.1167,0.0,0.1167,0.5444,0.1167,0.6653,0.1167,0.3024,0.1167,-1.1089,0.1167,-0.3629,0.1167,0.3226,0.1167,0.9476,0.1167,-0.7661,0.1167,0.6855,0.1167,0.3226,0.1167,,0.1167,0.504,0.1167,-0.3831,0.1167,0.2016,0.1167,1.4919,0.1167,0.0,0.1167,,0.1167,-0.8065,0.1167,-1.0484,0.1167,0.6452,0.1167,0.8266,0.1167,-1.5524,0.1167,-6.7137,0.1167,-0.3226,0.1167,1.6532,0.1167,0.0,0.1167,-0.1815,0.1167,-9.8185,0.1167,1.3105,0.1167,,0.1167,-1.371,0.1167,0.8468,0.1167,0.2218,0.1167,0.6452,0.1167,-2.0363,0.1167,3.8911,0.1167,1.5524,0.1167,0.1815,0.1167,,0.1167,0.4435,0.1167,-1.2903,0.1167,-1.1492,0.1167,7.621,0.1167,-0.2419,0.1167,2.1774
0.12,0.8266,0.12,0.3629,0.12,1.1089,0.12,1.6734,0.12,0.7661,0.12,0.6653,0.12,-0.3629,0.12,0.746,0.12,,0.12,-0.7056,0.12,1.9758,0.12,-0.2419,0.12,1.754,0.12,,0.12,1.8952,0.12,-3.2056,0.12,0.0605,0.12,0.5242,0.12,0.9879,0.12,0.5444,0.12,-0.9476,0.12,-0.2218,0.12,0.3629,0.12,0.9274,0.12,-0.625,0.12,1.4919,0.12,0.0,0.12,,0.12,0.2016,0.12,-0.2621,0.12,0.3629,0.12,1.4315,0.12,,0.12,,0.12,-0.9677,0.12,-0.9274,0.12,0.3831,0.12,0.9274,0.12,-1.6532,0.12,-6.7339,0.12,-0.2016,0.12,1.6532,0.12,0.2419,0.12,-0.2621,0.12,-10.0202,0.12,1.3508,0.12,0.4839,0.12,-1.371,0.12,0.8468,0.12,-0.0403,0.12,0.504,0.12,-1.875,0.12,3.7097,0.12,1.5121,0.12,0.0605,0.12,,0.12,0.4839,0.12,-1.2903,0.12,-1.1089,0.12,7.5202,0.12,-0.1815,0.12,2.1169
0.1233,0.9879,0.1233,0.0202,0.1233,1.2702,0.1233,1.9355,0.1233,0.8065,0.1233,1.0484,0.1233,-0.3629,0.1233,0.8669,0.1233,,0.1233,-0.6855,0.1233,2.0363,0.1233,-0.1613,0.1233,1.8145,0.1233,,0.1233,1.875,0.1233,-3.4677,0.1233,-0.0403,0.1233,0.6048,0.1233,1.2298,0.1233,0.5444,0.1233,-1.0081,0.1233,-0.2621,0.1233,0.2823,0.1233,0.7863,0.1233,-0.9879,0.1233,0.8468,0.1233,0.4032,0.1233,,0.1233,0.6048,0.1233,-0.2419,0.1233,0.4435,0.1233,1.3105,0.1233,,0.1233,,0.1233,-1.0081,0.1233,-0.8669,0.1233,0.7258,0.1233,0.8266,0.1233,-1.5524,0.1233,-6.5927,0.1233,-0.2823,0.1233,1.7944,0.1233,0.3024,0.1233,-0.1411,0.1233,-10.1411,0.1233,1.2298,0.1233,0.3226,0.1233,-1.4718,0.1233,0.6452,0.1233,0.1411,0.1233,0.7863,0.1233,-1.8347,0.1233,3.8306,0.1233,1.8145,0.1233,0.1411,0.1233,,0.1233,0.4637,0.1233,-1.7137,0.1233,-0.9476,0.1233,-0.5444,0.1233,-0.1008,0.1233,2.1371
0.1267,0.9476,0.1267,0.2016,0.1267,1.3306,0.1267,1.7944,0.1267,1.1492,0.1267,0.9677,0.1267,-0.4637,0.1267,0.4234,0.1267,,0.1267,-0.6048,0.1267,2.0363,0.1267,0.0,0.1267,1.4315,0.1267,,0.1267,1.8548,0.1267,-3.2661,0.1267,-0.0806,0.1267,0.6855,0.1267,0.8468,0.1267,0.4637,0.1267,-0.9274,0.1267,-0.3226,0.1267,0.4839,0.1267,0.9879,0.1267,-0.9274,0.1267,0.5242,0.1267,0.3226,0.1267,,0.1267,0.6855,0.1267,-0.4637,0.1267,0.2823,0.1267,1.5927,0.1267,,0.1267,,0.1267,-1.0282,0.1267,-0.9073,0.1267,0.504,0.1267,0.9274,0.1267,-1.5927,0.1267,-6.371,0.1267,-0.5242,0.1267,1.754,0.1267,0.3427,0.1267,-0.2016,0.1267,-10.0202,0.1267,1.371,0.1267,0.2823,0.1267,-1.2903,0.1267,0.9073,0.1267,0.0403,0.1267,0.6048,0.1267,-1.4919,0.1267,3.7903,0.1267,1.7944,0.1267,0.3427,0.1267,,0.1267,0.3629,0.1267,-1.5121,0.1267,-0.8065,0.1267,,0.1267,-0.2218,0.1267,2.2984
0.13,0.9274,0.13,0.0202,0.13,1.4919,0.13,1.8145,0.13,0.8669,0.13,0.9274,0.13,-0.6452,0.13,0.6653,0.13,,0.13,-0.6653,0.13,1.6129,0.13,-0.2419,0.13,1.1895,0.13,,0.13,1.9758,0.13,-3.3266,0.13,0.0605,0.13,0.504,0.13,0.9677,0.13,0.7056,0.13,-0.9476,0.13,-0.2823,0.13,0.4839,0.13,1.4315,0.13,-0.7258,0.13,1.6935,0.13,0.121,0.13,,0.13,0.0806,0.13,-0.6855,0.13,0.2016,0.13,1.5121,0.13,0.4435,0.13,,0.13,-0.9476,0.13,-0.9274,0.13,0.6452,0.13,1.0685,0.13,-1.7339,0.13,-6.5121,0.13,-0.2823,0.13,1.7742,0.13,0.3024,0.13,-0.2218,0.13,-10.2823,0.13,1.3508,0.13,0.4032,0.13,-1.371,0.13,0.746,0.13,0.0202,0.13,0.5645,0.13,-1.6129,0.13,3.8105,0.13,1.7339,0.13,0.1008,0.13,,0.13,0.4435,0.13,-1.5121,0.13,-0.6452,0.13,,0.13,-0.1613,0.13,2.1774
0.1333,0.9879,0.1333,0.0202,0.1333,0.8065,0.1333,1.7339,0.1333,0.746,0.1333,0.9274,0.1333,-0.2621,0.1333,0.2218,0.1333,,0.1333,-0.7258,0.1333,1.6331,0.1333,-0.1008,0.1333,1.7339,0.1333,,0.1333,1.8548,0.1333,-3.0444,0.1333,0.0605,0.1333,0.5847,0.1333,1.129,0.1333,0.7056,0.1333,-1.1089,0.1333,-0.1815,0.1333,0.3831,0.1333,1.0685,0.1333,-1.0282,0.1333,0.504,0.1333,0.3226,0.1333,,0.1333,0.6653,0.1333,-0.3427,0.1333,0.2419,0.1333,1.4315,0.1333,0.4839,0.1333,,0.1333,-1.0484,0.1333,-1.0685,0.1333,0.4234,0.1333,0.8468,0.1333,-1.6935,0.1333,-6.6129,0.1333,-0.3226,0.1333,1.6331,0.1333,0.1008,0.1333,-0.2621,0.1333,-10.3024,0.1333,1.371,0.1333,0.0806,0.1333,-1.3105,0.1333,0.8468,0.1333,-0.1411,0.1333,0.6452,0.1333,-1.8548,0.1333,3.7903,0.1333,1.9355,0.1333,0.1613,0.1333,,0.1333,0.504,0.1333,-1.6129,0.1333,-0.6048,0.1333,,0.1333,-0.2419,0.1333,2.0565
0.1367,0.9677,0.1367,0.0,0.1367,0.8669,0.1367,1.7137,0.1367,1.0081,0.1367,0.746,0.1367,-0.746,0.1367,0.0202,0.1367,,0.1367,-0.625,0.1367,1.3911,0.1367,-0.1411,0.1367,1.7944,0.1367,,0.1367,1.996,0.1367,-3.3065,0.1367,-0.0403,0.1367,0.5847,0.1367,0.3427,0.1367,0.6653,0.1367,-0.9677,0.1367,-0.3226,0.1367,0.2621,0.1367,1.7944,0.1367,-0.7258,0.1367,0.4839,0.1367,0.2823,0.1367,,0.1367,0.3427,0.1367,-0.6653,0.1367,0.4032,0.1367,1.6331,0.1367,0.3831,0.1367,,0.1367,-0.9879,0.1367,-0.8468,0.1367,0.4637,0.1367,0.8669,0.1367,-1.7742,0.1367,-6.5524,0.1367,-0.2621,0.1367,1.6935,0.1367,0.4637,0.1367,-0.2621,0.1367,-10.2016,0.1367,1.3508,0.1367,0.0403,0.1367,-1.129,0.1367,0.746,0.1367,0.2218,0.1367,0.746,0.1367,-2.3992,0.1367,3.8105,0.1367,1.9153,0.1367,0.1411,0.1367,,0.1367,0.5645,0.1367,-1.3508,0.1367,-0.2419,0.1367,,0.1367,-0.3024,0.1367,2.0161
0.14,1.0685,0.14,-0.0605,0.14,0.8065,0.14,1.7137,0.14,0.9879,0.14,0.7661,0.14,-0.3629,0.14,-0.9274,0.14,,0.14,-0.7863,0.14,1.5524,0.14,-0.1815,0.14,1.6532,0.14,,0.14,2.0363,0.14,-3.3065,0.14,-0.0403,0.14,0.6452,0.14,0.6855,0.14,0.4234,0.14,-0.625,0.14,-0.2823,0.14,0.4032,0.14,1.3911,0.14,-0.7258,0.14,0.2419,0.14,0.4637,0.14,,0.14,-0.1008,0.14,-0.625,0.14,0.4435,0.14,1.4516,0.14,0.5645,0.14,,0.14,-0.9677,0.14,-1.0484,0.14,0.4435,0.14,1.0081,0.14,-1.5726,0.14,-6.6331,0.14,-0.2218,0.14,1.7944,0.14,0.1613,0.14,-0.2218,0.14,-10.0,0.14,1.5726,0.14,-0.0605,0.14,-1.2298,0.14,0.9476,0.14,0.0202,0.14,0.5847,0.14,-2.2177,0.14,3.9315,0.14,2.0363,0.14,0.2218,0.14,,0.14,0.1815,0.14,-1.7137,0.14,-0.3024,0.14,,0.14,-0.1815,0.14,2.1371
