x1_PDPW112,y1_PDPW112,x2_PDPW112,y2_PDPW112,x1_PDQE102,y1_PDQE102,x2_PDQE102,y2_PDQE102,x1_PD112,y1_PD112,x2_PD112,y2_PD112,x1_PDPW104,y1_PDPW104,x2_PDPW104,y2_PDPW104,x1_PDPW106,y1_PDPW106,x2_PDPW106,y2_PDPW106,x1_PD106,y1_PD106,x2_PD106,y2_PD106,x1_PDQE103,y1_PDQE103,x2_PDQE103,y2_PDQE103,x1_PDQE107,y1_PDQE107,x2_PDQE107,y2_PDQE107,x1_PDPW107,y1_PDPW107,x2_PDPW107,y2_PDPW107,x1_PD111,y1_PD111,x2_PD111,y2_PD111,x1_PDQE105,y1_PDQE105,x2_PDQE105,y2_PDQE105,x1_PDPW110,y1_PDPW110,x2_PDPW110,y2_PDPW110,x1_PDPW109,y1_PDPW109,x2_PDPW109,y2_PDPW109,x1_PDPY101,y1_PDPY101,x2_PDPY101,y2_PDPY101,x1_PD122,y1_PD122,x2_PD122,y2_PD122,x1_PDQE112,y1_PDQE112,x2_PDQE112,y2_PDQE112,x1_PD120,y1_PD120,x2_PD120,y2_PD120,x1_PDQE104,y1_PDQE104,x2_PDQE104,y2_PDQE104,x1_PD108,y1_PD108,x2_PD108,y2_PD108,x1_PD104,y1_PD104,x2_PD104,y2_PD104,x1_PD109,y1_PD109,x2_PD109,y2_PD109,x1_PD126,y1_PD126,x2_PD126,y2_PD126,x1_PDQE114,y1_PDQE114,x2_PDQE114,y2_PDQE114,x1_PDQE113,y1_PDQE113,x2_PDQE113,y2_PDQE113,x1_PD121,y1_PD121,x2_PD121,y2_PD121,x1_PDPW113,y1_PDPW113,x2_PDPW113,y2_PDPW113,x1_PDQE108,y1_PDQE108,x2_PDQE108,y2_PDQE108,x1_PD107,y1_PD107,x2_PD107,y2_PD107,x1_PDQE115,y1_PDQE115,x2_PDQE115,y2_PDQE115,x1_PDPW111,y1_PDPW111,x2_PDPW111,y2_PDPW111,x1_PD119,y1_PD119,x2_PD119,y2_PD119
8.9633,-9.5363,8.9633,-8.5282,8.9633,-9.9597,8.9633,-9.0524,8.9633,-9.7581,8.9633,-9.2137,8.9633,-7.9839,8.9633,,8.9633,-9.879,8.9633,-8.4677,8.9633,-15.7258,8.9633,-10.0202,8.9633,-7.1573,8.9633,-6.129,8.9633,-10.1008,8.9633,-10.3831,8.9633,-10.8065,8.9633,-9.4153,8.9633,-9.5363,8.9633,-9.3548,8.9633,-9.9798,8.9633,-10.4234,8.9633,-7.0161,8.9633,-9.1532,8.9633,-8.7702,8.9633,-9.1331,8.9633,-8.629,8.9633,-9.5363,8.9633,-10.1008,8.9633,-9.8992,8.9633,-9.8992,8.9633,-9.496,8.9633,,8.9633,,8.9633,-9.5766,8.9633,-9.8387,8.9633,-10.3629,8.9633,-10.1411,8.9633,-8.5887,8.9633,-8.8508,8.9633,-10.0202,8.9633,-8.7298,8.9633,-9.6976,8.9633,-10.4839,8.9633,-8.4879,8.9633,-8.871,8.9633,-9.8589,8.9633,-11.4919,8.9633,-10.6048,8.9633,-9.0323,8.9633,-9.496,8.9633,-8.5282,8.9633,-11.9355,8.9633,-11.0081,8.9633,-10.6048,8.9633,-10.9476,8.9633,-9.6976,8.9633,-10.3629,8.9633,-8.871,8.9633,-9.0524,8.9633,-10.4839,8.9633,-8.3871
8.9667,-9.7177,8.9667,-8.4879,8.9667,-10.3226,8.9667,-8.6492,8.9667,-10.0806,8.9667,-8.9516,8.9667,-7.9032,8.9667,,8.9667,-9.7984,8.9667,-8.5081,8.9667,,8.9667,-10.0202,8.9667,-7.1976,8.9667,-5.9476,8.9667,-10.0202,8.9667,-10.504,8.9667,-10.625,8.9667,-9.5565,8.9667,,8.9667,-9.496,8.9667,-10.1008,8.9667,-10.2621,8.9667,-7.1774,8.9667,-8.871,8.9667,-8.8306,8.9667,,8.9667,-8.6694,8.9667,-9.9194,8.9667,-10.0806,8.9667,-9.8992,8.9667,-10.1411,8.9667,-9.5968,8.9667,,8.9667,,8.9667,-9.4153,8.9667,-9.2137,8.9667,-10.3024,8.9667,-10.0403,8.9667,-8.5282,8.9667,-8.9516,8.9667,-9.7177,8.9667,-8.629,8.9667,-9.6371,8.9667,-10.3831,8.9667,-8.4476,8.9667,-8.6492,8.9667,-9.4153,8.9667,-11.4113,8.9667,-10.4234,8.9667,-9.1532,8.9667,-8.9718,8.9667,-8.9718,8.9667,-11.8145,8.9667,-10.8065,8.9667,-11.0685,8.9667,-10.9073,8.9667,-9.5363,8.9667,-10.8669,8.9667,-8.9113,8.9667,-8.9919,8.9667,-10.4435,8.9667,-8.4677
8.97,-9.8387,8.97,-8.4476,8.97,-10.4234,8.97,-9.1331,8.97,-9.9194,8.97,-9.1935,8.97,-7.8427,8.97,,8.97,-9.9798,8.97,-8.4879,8.97,,8.97,-9.7984,8.97,-7.5,8.97,-6.129,8.97,-10.1008,8.97,-10.504,8.97,-10.7661,8.97,-9.4758,8.97,-10.5242,8.97,-9.8387,8.97,-9.8387,8.97,-10.4234,8.97,-6.754,8.97,-8.3468,8.97,-8.9516,8.97,,8.97,-8.8911,8.97,-9.6976,8.97,-10.1613,8.97,-9.6976,8.97,-10.0403,8.97,-9.6774,8.97,,8.97,,8.97,-9.6573,8.97,-9.2339,8.97,-10.504,8.97,-10.1411,8.97,-8.629,8.97,-9.0323,8.97,-9.6371,8.97,-8.8306,8.97,-9.8992,8.97,-10.5645,8.97,-8.5887,8.97,-8.5081,8.97,-9.6371,8.97,-11.5121,8.97,-10.5847,8.97,-8.9718,8.97,-9.5968,8.97,-8.5685,8.97,-11.875,8.97,-11.0685,8.97,-10.4435,8.97,-10.8871,8.97,-10.121,8.97,-10.3831,8.97,-8.9919,8.97,-8.9718,8.97,-10.4839,8.97,-8.3871
8.9733,-9.7379,8.9733,-8.3266,8.9733,-10.121,8.9733,,8.9733,-9.9194,8.9733,-9.0524,8.9733,,8.9733,,8.9733,-9.7581,8.9733,-8.5484,8.9733,,8.9733,-9.6976,8.9733,-7.5202,8.9733,-5.9274,8.9733,-9.8992,8.9733,-10.5444,8.9733,-10.6452,8.9733,-9.3952,8.9733,,8.9733,-9.9194,8.9733,-10.121,8.9733,-10.1613,8.9733,-6.8548,8.9733,-8.9718,8.9733,-8.75,8.9733,,8.9733,-8.4677,8.9733,-9.4355,8.9733,-10.0605,8.9733,-9.8387,8.9733,-9.8992,8.9733,-9.2742,8.9733,,8.9733,,8.9733,-9.5565,8.9733,-9.1532,8.9733,-10.3427,8.9733,-10.1613,8.9733,-8.9113,8.9733,-8.9718,8.9733,-9.7379,8.9733,-8.871,8.9733,-9.8992,8.9733,-10.625,8.9733,-8.5282,8.9733,-8.6492,8.9733,-9.6774,8.9733,,8.9733,-10.4637,8.9733,-9.0927,8.9733,-9.2137,8.9733,-9.0323,8.9733,-11.8548,8.9733,-10.8871,8.9733,-11.2298,8.9733,-10.8871,8.9733,-10.1008,8.9733,-10.6653,8.9733,-8.9315,8.9733,-8.9919,8.9733,-10.4032,8.9733,-8.1855
8.9767,-9.6976,8.9767,-8.4879,8.9767,-9.8387,8.9767,-9.496,8.9767,-10.0,8.9767,-9.0121,8.9767,-7.9032,8.9767,,8.9767,-9.8589,8.9767,-8.5685,8.9767,,8.9767,-9.8185,8.9767,-7.3387,8.9767,-5.8468,8.9767,-10.1815,8.9767,-10.3024,8.9767,-10.504,8.9767,-9.6976,8.9767,-10.504,8.9767,,8.9767,-10.1613,8.9767,-10.3226,8.9767,-7.2984,8.9767,-9.0927,8.9767,-9.0524,8.9767,-8.9919,8.9767,-8.5685,8.9767,-9.6371,8.9767,-9.879,8.9767,-9.5565,8.9767,-10.0403,8.9767,-9.4153,8.9767,-10.746,8.9767,,8.9767,-9.4153,8.9767,-9.2137,8.9767,-10.2621,8.9767,-10.121,8.9767,-9.1129,8.9767,-8.9315,8.9767,-9.9798,8.9767,-8.75,8.9767,-9.6774,8.9767,-10.2823,8.9767,-8.6492,8.9767,-8.7097,8.9767,-9.6169,8.9767,-11.0887,8.9767,-10.3831,8.9767,-9.0524,8.9767,-9.5766,8.9767,-8.5081,8.9767,-12.0363,8.9767,-10.9476,8.9767,-10.7863,8.9767,-10.7661,8.9767,-10.2016,8.9767,-10.5847,8.9767,-8.9113,8.9767,-8.9718,8.9767,-10.4637,8.9767,-8.3871
8.98,-9.7782,8.98,-8.2056,8.98,-9.9597,8.98,-8.75,8.98,-9.9597,8.98,-9.2742,8.98,-8.1048,8.98,,8.98,-9.8387,8.98,-8.4476,8.98,,8.98,-9.8992,8.98,-7.4597,8.98,-5.9476,8.98,-10.0403,8.98,-10.2823,8.98,-10.625,8.98,-9.4758,8.98,-10.2621,8.98,-9.7379,8.98,-10.2218,8.98,-10.3427,8.98,-7.1976,8.98,-9.1935,8.98,-9.2944,8.98,-8.7298,8.98,-8.5081,8.98,-9.6573,8.98,-10.2218,8.98,-9.7379,8.98,-9.7782,8.98,-9.3347,8.98,-10.6048,8.98,,8.98,-9.3347,8.98,-9.3347,8.98,-10.4032,8.98,-10.3226,8.98,-9.6169,8.98,-8.8306,8.98,-10.0,8.98,-8.7298,8.98,-9.6774,8.98,-10.4435,8.98,-8.629,8.98,-8.7298,8.98,-9.7782,8.98,-11.1492,8.98,-10.4234,8.98,-9.0927,8.98,-9.4153,8.98,-8.3871,8.98,-10.2419,8.98,-10.8669,8.98,-10.7661,8.98,-11.1895,8.98,-10.2621,8.98,-10.7661,8.98,-9.0323,8.98,-8.9113,8.98,-10.3831,8.98,-8.5484
8.9833,-9.5968,8.9833,-8.3871,8.9833,-10.4839,8.9833,-9.2339,8.9833,-10.1008,8.9833,-9.1129,8.9833,-7.7621,8.9833,,8.9833,-9.8992,8.9833,-8.5081,8.9833,,8.9833,-9.9597,8.9833,-7.4597,8.9833,-5.9879,8.9833,-10.0202,8.9833,-10.2016,8.9833,-10.8266,8.9833,-9.4153,8.9833,-10.4637,8.9833,-9.9395,8.9833,-9.8387,8.9833,-10.3427,8.9833,-6.9153,8.9833,-8.871,8.9833,-9.0121,8.9833,-9.0121,8.9833,-8.5282,8.9833,-9.9194,8.9833,-10.2621,8.9833,-9.6169,8.9833,-9.9194,8.9833,-9.1532,8.9833,-10.5645,8.9833,,8.9833,-9.496,8.9833,-9.4758,8.9833,-10.4234,8.9833,-10.2419,8.9833,-9.9798,8.9833,-8.9718,8.9833,-9.8387,8.9833,-8.6694,8.9833,-9.8992,8.9833,-10.5242,8.9833,-8.4073,8.9833,-8.5685,8.9833,-9.9597,8.9833,-10.9274,8.9833,-10.3427,8.9833,-8.9919,8.9833,-9.6169,8.9833,-8.7298,8.9833,-11.8952,8.9833,-11.0081,8.9833,-10.5242,8.9833,-10.9476,8.9833,-10.1411,8.9833,-10.8266,8.9833,-9.1331,8.9833,-9.0323,8.9833,-10.4435,8.9833,-8.3468
8.9867,-9.6976,8.9867,-8.4677,8.9867,-9.9798,8.9867,-8.9113,8.9867,-10.121,8.9867,-9.0121,8.9867,-8.1855,8.9867,,8.9867,-9.8992,8.9867,-8.4879,8.9867,,8.9867,-10.1008,8.9867,-7.3992,8.9867,-5.8871,8.9867,-10.0806,8.9867,-10.4637,8.9867,-10.8468,8.9867,-9.7177,8.9867,-10.1411,8.9867,-9.8387,8.9867,-10.1411,8.9867,-10.3024,8.9867,-7.3992,8.9867,-9.1331,8.9867,-8.871,8.9867,-8.8105,8.9867,-8.8911,8.9867,-9.7581,8.9867,-10.0202,8.9867,-9.879,8.9867,-10.1008,8.9867,-9.5363,8.9867,-10.4435,8.9867,,8.9867,-9.5363,8.9867,-9.4758,8.9867,-10.2218,8.9867,-10.2621,8.9867,-10.2419,8.9867,-9.0121,8.9867,-9.9597,8.9867,-8.6694,8.9867,-9.8387,8.9867,-10.3024,8.9867,-8.5887,8.9867,-8.6694,8.9867,-9.496,8.9867,-10.5645,8.9867,-10.5645,8.9867,-9.1734,8.9867,-9.3347,8.9867,-8.1653,8.9867,-12.0968,8.9867,-10.9476,8.9867,-10.7056,8.9867,-10.7258,8.9867,-10.2016,8.9867,-10.7258,8.9867,-9.1129,8.9867,-9.0323,8.9867,-10.4839,8.9867,-8.3065
8.99,-9.7782,8.99,-8.5685,8.99,-10.2016,8.99,-9.3145,8.99,-9.879,8.99,-8.9718,8.99,-7.9839,8.99,,8.99,-9.879,8.99,-8.4274,8.99,,8.99,-10.0605,8.99,-7.379,8.99,-6.0685,8.99,-10.0,8.99,-10.2016,8.99,-10.7258,8.99,-9.4556,8.99,,8.99,-9.6169,8.99,-10.0,8.99,-10.2419,8.99,-7.0363,8.99,-8.9315,8.99,-8.8911,8.99,-8.9919,8.99,-8.7903,8.99,-9.6774,8.99,-10.0806,8.99,-9.6573,8.99,-9.879,8.99,-9.3347,8.99,,8.99,,8.99,-9.5363,8.99,-9.5968,8.99,-10.4435,8.99,-10.1815,8.99,-10.4032,8.99,-9.0726,8.99,-9.8387,8.99,-8.7903,8.99,-9.8185,8.99,-10.3831,8.99,-8.3468,8.99,-8.6492,8.99,-9.5363,8.99,-10.6855,8.99,-10.4839,8.99,-9.2944,8.99,-9.1935,8.99,-8.5887,8.99,-12.0565,8.99,-11.0081,8.99,-10.7863,8.99,-10.9073,8.99,-10.2016,8.99,-10.7056,8.99,-8.9718,8.99,-9.0121,8.99,-10.6855,8.99,-8.4476
8.9933,-9.5766,8.9933,-8.6895,8.9933,-9.6976,8.9933,-9.254,8.9933,-10.1008,8.9933,-9.3145,8.9933,,8.9933,,8.9933,-9.8992,8.9933,-8.4476,8.9933,,8.9933,-10.121,8.9933,-7.2782,8.9933,-5.8871,8.9933,-9.8992,8.9933,-10.1008,8.9933,-10.7863,8.9933,-9.496,8.9933,,8.9933,-10.0202,8.9933,-9.8589,8.9933,-10.4839,8.9933,-7.0363,8.9933,-9.1331,8.9933,-9.0726,8.9933,-9.0323,8.9933,-8.629,8.9933,-9.8589,8.9933,-10.2419,8.9933,-9.4153,8.9933,-9.6573,8.9933,-9.4355,8.9933,,8.9933,,8.9933,-9.5363,8.9933,-9.7177,8.9933,-10.3024,8.9933,-10.2016,8.9933,-10.3024,8.9933,-8.9516,8.9933,-10.0605,8.9933,-8.8911,8.9933,-9.879,8.9933,-10.625,8.9933,-8.8105,8.9933,-8.5685,8.9933,-9.375,8.9933,-10.5242,8.9933,-10.4234,8.9933,-9.0927,8.9933,-9.7782,8.9933,-9.6169,8.9933,-10.1008,8.9933,-11.2903,8.9933,-10.625,8.9933,-11.1895,8.9933,-9.7984,8.9933,-10.5645,8.9933,-9.0524,8.9933,-9.0524,8.9933,-10.4435,8.9933,-8.3468
8.9967,-9.5565,8.9967,-8.629,8.9967,-10.0605,8.9967,-10.121,8.9967,-10.0806,8.9967,-9.1532,8.9967,-8.1855,8.9967,,8.9967,-9.9194,8.9967,-8.5282,8.9967,,8.9967,-10.1008,8.9967,-7.5,8.9967,-5.6855,8.9967,-10.121,8.9967,-10.3831,8.9967,-10.9073,8.9967,-9.496,8.9967,-10.3427,8.9967,-8.9919,8.9967,-10.3024,8.9967,-10.4234,8.9967,-7.1573,8.9967,-8.5685,8.9967,-9.1935,8.9967,-8.8105,8.9967,-8.3065,8.9967,-9.7984,8.9967,-10.2016,8.9967,-10.0,8.9967,-9.7782,8.9967,-8.9516,8.9967,,8.9967,,8.9967,-9.4153,8.9967,-9.5161,8.9967,-10.4637,8.9967,-10.1613,8.9967,-10.2016,8.9967,-8.9919,8.9967,-10.0,8.9967,-9.4355,8.9967,-9.9597,8.9967,-10.746,8.9967,-9.6573,8.9967,-8.8105,8.9967,-9.496,8.9967,-10.7863,8.9967,-10.6855,8.9967,-9.0323,8.9967,-8.5685,8.9967,-9.1935,8.9967,-11.9355,8.9967,-10.9274,8.9967,-10.7863,8.9967,-10.8871,8.9967,-10.4032,8.9967,-10.6855,8.9967,-9.1331,8.9967,-9.1734,8.9967,-10.6653,8.9967,-8.6492
9.0,-9.5161,9.0,-8.5685,9.0,-10.1613,9.0,-9.0121,9.0,-10.0605,9.0,-9.1734,9.0,-8.0645,9.0,,9.0,-9.9194,9.0,-8.4274,9.0,,9.0,-10.0605,9.0,-7.8427,9.0,-6.2097,9.0,-9.9798,9.0,-10.2621,9.0,-10.746,9.0,-9.6976,9.0,-10.1008,9.0,,9.0,-10.0806,9.0,-10.5444,9.0,-6.9355,9.0,-8.8508,9.0,-9.254,9.0,-9.0323,9.0,-8.4274,9.0,-9.8387,9.0,-9.9798,9.0,-9.8185,9.0,-9.6169,9.0,,9.0,,9.0,,9.0,-9.5968,9.0,-9.6169,9.0,-10.5444,9.0,-10.1411,9.0,-10.3427,9.0,-8.871,9.0,-9.7177,9.0,-9.6371,9.0,-9.9395,9.0,-10.504,9.0,-9.8589,9.0,-8.629,9.0,-9.5565,9.0,-10.9879,9.0,-10.4637,9.0,-8.8911,9.0,-9.1734,9.0,-9.2742,9.0,-11.754,9.0,-11.1694,9.0,-10.7863,9.0,-11.0685,9.0,-10.1411,9.0,-10.7863,9.0,-9.0726,9.0,-9.0726,9.0,-10.746,9.0,-8.3871
9.0033,-9.4758,9.0033,-8.8105,9.0033,-10.2419,9.0033,-9.2944,9.0033,-10.2621,9.0033,-9.2742,9.0033,-8.0847,9.0033,,9.0033,-9.9597,9.0033,-8.4879,9.0033,,9.0033,-10.0605,9.0033,-7.8226,9.0033,-5.8871,9.0033,-9.9798,9.0033,-10.4435,9.0033,-10.9879,9.0033,-9.3952,9.0033,-10.1815,9.0033,-9.2944,9.0033,-9.9194,9.0033,-10.4435,9.0033,-7.1976,9.0033,-8.6492,9.0033,-9.0323,9.0033,-8.3468,9.0033,-8.75,9.0033,-9.8185,9.0033,-10.1008,9.0033,-9.5565,9.0033,-9.5565,9.0033,-9.1935,9.0033,,9.0033,,9.0033,-9.3347,9.0033,-9.6774,9.0033,-10.5847,9.0033,-10.2621,9.0033,-10.1411,9.0033,-8.9315,9.0033,-9.9597,9.0033,-10.121,9.0033,-10.1008,9.0033,-10.4839,9.0033,-10.6653,9.0033,-8.5282,9.0033,-9.8992,9.0033,-10.9073,9.0033,-10.6048,9.0033,-8.9919,9.0033,-9.3952,9.0033,-8.629,9.0033,-10.2016,9.0033,-10.9073,9.0033,-10.8669,9.0033,-10.7863,9.0033,-9.8387,9.0033,-10.7056,9.0033,-9.1331,9.0033,-9.1734,9.0033,-10.5645,9.0033,-8.4677
9.0067,-9.5766,9.0067,-8.5081,9.0067,-9.9194,9.0067,,9.0067,-10.1815,9.0067,-9.2944,9.0067,-7.6411,9.0067,,9.0067,-9.9194,9.0067,-8.4274,9.0067,,9.0067,-10.3024,9.0067,-7.5806,9.0067,-5.5645,9.0067,-10.121,9.0067,-10.5444,9.0067,-11.2903,9.0067,-9.4758,9.0067,-9.2137,9.0067,-9.9395,9.0067,-9.9194,9.0067,-10.3629,9.0067,-7.5,9.0067,-8.8105,9.0067,-9.254,9.0067,-9.1734,9.0067,-8.7903,9.0067,-9.6774,9.0067,-9.9597,9.0067,-9.375,9.0067,-9.7984,9.0067,-9.1331,9.0067,,9.0067,,9.0067,-9.6371,9.0067,-9.6976,9.0067,-10.4234,9.0067,-10.3024,9.0067,-10.3024,9.0067,-8.8306,9.0067,-9.9395,9.0067,-10.0202,9.0067,-10.2621,9.0067,-10.4637,9.0067,-10.8871,9.0067,-8.8508,9.0067,-9.7177,9.0067,-10.9073,9.0067,-10.6048,9.0067,-9.4355,9.0067,-9.3548,9.0067,-9.6976,9.0067,-12.2379,9.0067,-11.0685,9.0067,-10.9879,9.0067,-11.25,9.0067,-10.121,9.0067,-10.7863,9.0067,-9.2339,9.0067,-9.1734,9.0067,-10.625,9.0067,-8.5081
9.01,-9.5565,9.01,-8.8911,9.01,-10.2621,9.01,-9.2339,9.01,-10.2218,9.01,-9.1935,9.01,-7.7823,9.01,,9.01,-9.8992,9.01,-8.4879,9.01,,9.01,-10.2419,9.01,-7.7419,9.01,-5.8065,9.01,-10.2218,9.01,-10.2016,9.01,-11.996,9.01,-9.6169,9.01,,9.01,-8.9315,9.01,-9.7581,9.01,-10.5847,9.01,-7.4798,9.01,-8.8306,9.01,-9.4556,9.01,-8.5887,9.01,-8.5685,9.01,-9.8992,9.01,-9.9194,9.01,-9.5766,9.01,-9.8185,9.01,-9.0121,9.01,,9.01,,9.01,-9.6371,9.01,-9.7177,9.01,-10.3629,9.01,-10.3629,9.01,-10.2419,9.01,-9.0121,9.01,-10.0202,9.01,-10.1008,9.01,-10.8065,9.01,-10.504,9.01,-10.4637,9.01,-8.5685,9.01,-9.7581,9.01,-10.6452,9.01,-10.746,9.01,-9.2742,9.01,-9.496,9.01,-9.5161,9.01,-11.9153,9.01,-11.1694,9.01,-10.9274,9.01,-11.129,9.01,-9.8589,9.01,-11.0282,9.01,-9.0323,9.01,-9.0927,9.01,-10.5847,9.01,-8.5081
9.0133,-9.5968,9.0133,-8.8508,9.0133,-10.3427,9.0133,-9.1734,9.0133,-9.9798,9.0133,-9.1331,9.0133,-7.7621,9.0133,,9.0133,-9.9194,9.0133,-8.3871,9.0133,,9.0133,-10.2218,9.0133,-7.8629,9.0133,-5.8065,9.0133,-9.9597,9.0133,-10.3427,9.0133,-12.5,9.0133,-9.5565,9.0133,-10.2419,9.0133,,9.0133,-10.1411,9.0133,-10.504,9.0133,-8.246,9.0133,-9.0927,9.0133,-9.3548,9.0133,-9.4153,9.0133,-8.6694,9.0133,-10.0,9.0133,-10.0806,9.0133,-9.6169,9.0133,-9.7782,9.0133,-9.1734,9.0133,-10.4234,9.0133,,9.0133,-9.7177,9.0133,-9.6774,9.0133,-10.3629,9.0133,-10.3226,9.0133,-10.1613,9.0133,-8.9919,9.0133,-10.0202,9.0133,-10.1411,9.0133,-11.0282,9.0133,-10.3831,9.0133,-10.0,9.0133,-8.5282,9.0133,-9.7581,9.0133,-10.6048,9.0133,-10.5645,9.0133,-9.1935,9.0133,-8.9113,9.0133,-9.6573,9.0133,-12.1169,9.0133,-11.1694,9.0133,-10.746,9.0133,-11.1895,9.0133,-10.1008,9.0133,-10.7863,9.0133,-9.1331,9.0133,-9.1129,9.0133,-10.5645,9.0133,-8.4274
9.0167,-9.6371,9.0167,-8.8306,9.0167,-10.2823,9.0167,-9.2742,9.0167,-10.2621,9.0167,-9.1129,9.0167,-8.0242,9.0167,,9.0167,-9.9194,9.0167,-8.4677,9.0167,,9.0167,-10.2218,9.0167,-8.0242,9.0167,-6.0081,9.0167,-10.0202,9.0167,-10.2218,9.0167,-13.125,9.0167,-9.6371,9.0167,-10.4839,9.0167,,9.0167,-10.5242,9.0167,-10.504,9.0167,-9.375,9.0167,-9.0121,9.0167,-9.0524,9.0167,-9.5766,9.0167,-8.6492,9.0167,-9.879,9.0167,-9.7782,9.0167,-9.5565,9.0167,-9.5968,9.0167,-9.254,9.0167,-10.8871,9.0167,,9.0167,-9.5968,9.0167,-9.879,9.0167,-10.6855,9.0167,-10.3226,9.0167,-10.4435,9.0167,-8.9919,9.0167,-10.1008,9.0167,-9.9194,9.0167,-11.2903,9.0167,-10.4032,9.0167,-9.8992,9.0167,-8.8306,9.0167,-10.0,9.0167,-10.8669,9.0167,-10.5242,9.0167,-8.9919,9.0167,-9.3347,9.0167,-9.8185,9.0167,-12.1371,9.0167,-11.0282,9.0167,-10.9677,9.0167,-11.0484,9.0167,-10.4234,9.0167,-11.0685,9.0167,-9.1734,9.0167,-9.0726,9.0167,-10.6855,9.0167,-8.4476
9.02,-9.6169,9.02,-9.0726,9.02,-10.4234,9.02,-9.2339,9.02,-10.2621,9.02,-9.375,9.02,-7.7218,9.02,,9.02,-9.8185,9.02,-8.4476,9.02,,9.02,-10.4637,9.02,-8.2661,9.02,-6.0081,9.02,-10.121,9.02,-10.3427,9.02,-13.5484,9.02,-9.6976,9.02,-10.4234,9.02,-9.3145,9.02,-10.0605,9.02,-10.5242,9.02,-9.4556,9.02,-8.9718,9.02,-9.375,9.02,-11.1694,9.02,-8.3468,9.02,-10.0,9.02,-9.879,9.02,-9.7379,9.02,-9.8185,9.02,-8.8105,9.02,-10.9677,9.02,,9.02,-9.5968,9.02,-9.6169,9.02,-10.6048,9.02,-10.2621,9.02,-10.2621,9.02,-8.7903,9.02,-10.0,9.02,-10.1815,9.02,-11.3508,9.02,-10.6452,9.02,-9.7984,9.02,-8.5484,9.02,-9.2137,9.02,-10.8871,9.02,-10.6048,9.02,-8.9919,9.02,-9.0927,9.02,-9.3145,9.02,-11.9355,9.02,-10.9073,9.02,-10.8468,9.02,-10.8871,9.02,-10.3427,9.02,-10.8266,9.02,-9.1331,9.02,-9.1532,9.02,-10.7056,9.02,-8.4879
9.0233,-9.5766,9.0233,-9.0524,9.0233,-10.4032,9.0233,-9.2137,9.0233,-10.1411,9.0233,-9.4758,9.0233,-7.7016,9.0233,,9.0233,-9.9798,9.0233,-8.4073,9.0233,,9.0233,-10.3629,9.0233,-8.0444,9.0233,-5.8266,9.0233,-9.9194,9.0233,-10.2823,9.0233,-13.5685,9.0233,-9.6371,9.0233,,9.0233,-9.4556,9.0233,-10.3427,9.0233,-10.4435,9.0233,-9.5766,9.0233,-8.871,9.0233,-9.0524,9.0233,-10.3427,9.0233,-8.6492,9.0233,-9.879,9.0233,-9.7782,9.0233,-9.6371,9.0233,-9.7379,9.0233,-9.2137,9.0233,-11.5121,9.0233,,9.0233,-9.5363,9.0233,-9.5363,9.0233,-10.4234,9.0233,-10.3226,9.0233,-10.2016,9.0233,-8.9919,9.0233,-10.2218,9.0233,-10.1613,9.0233,-10.7661,9.0233,-10.6653,9.0233,-10.0806,9.0233,-8.7298,9.0233,-9.6573,9.0233,-11.0484,9.0233,-10.4032,9.0233,-8.8105,9.0233,-9.375,9.0233,-10.2016,9.0233,-9.9395,9.0233,-11.2298,9.0233,-10.9476,9.0233,-11.1089,9.0233,-10.3226,9.0233,-10.9879,9.0233,-9.1935,9.0233,-9.1935,9.0233,-10.625,9.0233,-8.5484
9.0267,-9.7177,9.0267,-8.75,9.0267,-9.9194,9.0267,-9.1935,9.0267,-10.2823,9.0267,-9.8185,9.0267,-7.8629,9.0267,,9.0267,-9.879,9.0267,-8.3871,9.0267,,9.0267,-10.1815,9.0267,-8.3669,9.0267,-6.129,9.0267,-9.9395,9.0267,-10.2621,9.0267,-13.6089,9.0267,-9.6371,9.0267,-10.121,9.0267,,9.0267,-10.0403,9.0267,-10.6048,9.0267,-9.7581,9.0267,-8.9919,9.0267,-9.0927,9.0267,-10.6653,9.0267,-8.629,9.0267,-10.0,9.0267,-9.8992,9.0267,-9.4153,9.0267,-9.5968,9.0267,-8.8911,9.0267,,9.0267,,9.0267,-9.496,9.0267,-9.879,9.0267,-10.504,9.0267,-10.3024,9.0267,-10.3427,9.0267,-8.8105,9.0267,-10.0403,9.0267,-9.8589,9.0267,-10.9274,9.0267,-10.6653,9.0267,-10.1613,9.0267,-8.4677,9.0267,-9.4355,9.0267,-10.7056,9.0267,-10.5645,9.0267,-9.254,9.0267,-9.5766,9.0267,,9.0267,-12.2379,9.0267,-11.0282,9.0267,-10.8065,9.0267,-11.2298,9.0267,-10.1613,9.0267,-10.4637,9.0267,-9.254,9.0267,-9.1532,9.0267,-10.7056,9.0267,-8.9919
